Entity,Code,Day,total_boosters_per_hundred
Africa,,2021-10-28,0
Africa,,2021-10-29,0
Africa,,2021-10-30,0.01
Africa,,2021-10-31,0.01
Africa,,2021-11-01,0.01
Africa,,2021-11-02,0.01
Africa,,2021-11-03,0.01
Africa,,2021-11-04,0.01
Africa,,2021-11-05,0.01
Africa,,2021-11-06,0.01
Africa,,2021-11-07,0.01
Africa,,2021-11-08,0.01
Africa,,2021-11-09,0.02
Africa,,2021-11-10,0.02
Africa,,2021-11-11,0.02
Africa,,2021-11-12,0.02
Africa,,2021-11-13,0.02
Africa,,2021-11-14,0.02
Africa,,2021-11-15,0.02
Africa,,2021-11-16,0.02
Africa,,2021-11-17,0.02
Africa,,2021-11-18,0.02
Africa,,2021-11-19,0.02
Africa,,2021-11-20,0.02
Africa,,2021-11-21,0.02
Africa,,2021-11-22,0.02
Africa,,2021-11-23,0.03
Africa,,2021-11-24,0.03
Africa,,2021-11-25,0.03
Africa,,2021-11-26,0.03
Africa,,2021-11-27,0.03
Africa,,2021-11-28,0.03
Africa,,2021-11-29,0.03
Africa,,2021-11-30,0.03
Africa,,2021-12-01,0.03
Africa,,2021-12-02,0.03
Africa,,2021-12-03,0.03
Africa,,2021-12-04,0.03
Africa,,2021-12-05,0.04
Africa,,2021-12-06,0.04
Africa,,2021-12-07,0.04
Africa,,2021-12-08,0.04
Africa,,2021-12-09,0.04
Africa,,2021-12-10,0.04
Africa,,2021-12-11,0.04
Africa,,2021-12-12,0.04
Africa,,2021-12-13,0.05
Africa,,2021-12-14,0.05
Africa,,2021-12-15,0.05
Africa,,2021-12-16,0.05
Africa,,2021-12-17,0.05
Africa,,2021-12-18,0.05
Africa,,2021-12-19,0.05
Africa,,2021-12-20,0.05
Africa,,2021-12-21,0.05
Africa,,2021-12-22,0.05
Africa,,2021-12-23,0.06
Africa,,2021-12-24,0.06
Africa,,2021-12-25,0.06
Africa,,2021-12-26,0.06
Africa,,2021-12-27,0.06
Africa,,2021-12-28,0.06
Africa,,2021-12-29,0.06
Africa,,2021-12-30,0.06
Africa,,2021-12-31,0.06
Africa,,2022-01-01,0.07
Africa,,2022-01-02,0.07
Africa,,2022-01-03,0.07
Africa,,2022-01-04,0.07
Africa,,2022-01-05,0.07
Africa,,2022-01-06,0.07
Africa,,2022-01-07,0.07
Africa,,2022-01-08,0.07
Africa,,2022-01-09,0.07
Africa,,2022-01-10,0.08
Africa,,2022-01-11,0.08
Africa,,2022-01-12,0.08
Africa,,2022-01-13,0.08
Africa,,2022-01-14,0.08
Africa,,2022-01-15,0.08
Africa,,2022-01-16,0.08
Africa,,2022-01-17,0.11
Africa,,2022-01-18,0.11
Africa,,2022-01-19,0.12
Africa,,2022-01-20,0.12
Africa,,2022-01-21,0.18
Africa,,2022-01-22,0.18
Africa,,2022-01-23,0.18
Africa,,2022-01-24,0.18
Africa,,2022-01-25,0.18
Africa,,2022-01-26,0.19
Africa,,2022-01-27,0.19
Africa,,2022-01-28,0.19
Africa,,2022-01-29,0.19
Africa,,2022-01-30,0.19
Africa,,2022-01-31,0.2
Africa,,2022-02-01,0.2
Africa,,2022-02-02,0.2
Africa,,2022-02-03,0.2
Africa,,2022-02-04,0.2
Africa,,2022-02-05,0.2
Africa,,2022-02-06,0.21
Africa,,2022-02-07,0.21
Africa,,2022-02-08,0.21
Africa,,2022-02-09,0.21
Africa,,2022-02-10,0.21
Africa,,2022-02-11,0.22
Africa,,2022-02-12,0.22
Africa,,2022-02-13,0.22
Africa,,2022-02-14,0.22
Africa,,2022-02-15,0.22
Africa,,2022-02-16,0.23
Africa,,2022-02-17,0.8
Africa,,2022-02-18,0.81
Africa,,2022-02-19,0.81
Africa,,2022-02-20,0.81
Africa,,2022-02-21,0.81
Africa,,2022-02-22,0.81
Africa,,2022-02-23,0.82
Africa,,2022-02-24,0.95
Africa,,2022-02-25,0.96
Africa,,2022-02-26,0.96
Africa,,2022-02-27,0.96
Africa,,2022-02-28,0.96
Africa,,2022-03-01,0.97
Africa,,2022-03-02,0.97
Africa,,2022-03-03,0.97
Africa,,2022-03-04,1.02
Africa,,2022-03-05,1.02
Africa,,2022-03-06,1.02
Africa,,2022-03-07,1.03
Africa,,2022-03-08,1.03
Africa,,2022-03-09,1.03
Africa,,2022-03-10,1.07
Africa,,2022-03-11,1.09
Africa,,2022-03-12,1.09
Africa,,2022-03-13,1.09
Africa,,2022-03-14,1.1
Africa,,2022-03-15,1.1
Africa,,2022-03-16,1.11
Africa,,2022-03-17,1.14
Africa,,2022-03-18,1.14
Africa,,2022-03-19,1.15
Africa,,2022-03-20,1.18
Africa,,2022-03-21,1.18
Africa,,2022-03-22,1.18
Africa,,2022-03-23,1.19
Africa,,2022-03-24,1.21
Africa,,2022-03-25,1.22
Africa,,2022-03-26,1.22
Africa,,2022-03-27,1.32
Africa,,2022-03-28,1.33
Africa,,2022-03-29,1.35
Africa,,2022-03-30,1.35
Africa,,2022-03-31,1.38
Africa,,2022-04-01,1.39
Africa,,2022-04-02,1.39
Africa,,2022-04-03,1.4
Africa,,2022-04-04,1.4
Africa,,2022-04-05,1.4
Africa,,2022-04-06,1.41
Africa,,2022-04-07,1.42
Africa,,2022-04-08,1.42
Africa,,2022-04-09,1.42
Africa,,2022-04-10,1.43
Africa,,2022-04-11,1.43
Africa,,2022-04-12,1.45
Africa,,2022-04-13,1.45
Africa,,2022-04-14,1.45
Africa,,2022-04-15,1.46
Africa,,2022-04-16,1.46
Africa,,2022-04-17,1.46
Africa,,2022-04-18,1.46
Africa,,2022-04-19,1.46
Africa,,2022-04-20,1.46
Africa,,2022-04-21,1.46
Africa,,2022-04-22,1.46
Africa,,2022-04-23,1.48
Africa,,2022-04-24,1.49
Africa,,2022-04-25,1.49
Africa,,2022-04-26,1.56
Africa,,2022-04-27,1.57
Africa,,2022-04-28,1.57
Africa,,2022-04-29,1.57
Africa,,2022-04-30,1.58
Africa,,2022-05-01,1.62
Africa,,2022-05-02,1.62
Africa,,2022-05-03,1.62
Africa,,2022-05-04,1.63
Africa,,2022-05-05,1.64
Africa,,2022-05-06,1.64
Africa,,2022-05-07,1.64
Africa,,2022-05-08,1.67
Africa,,2022-05-09,1.67
Africa,,2022-05-10,1.67
Africa,,2022-05-11,1.67
Africa,,2022-05-12,1.68
Africa,,2022-05-13,1.68
Africa,,2022-05-14,1.69
Africa,,2022-05-15,1.72
Africa,,2022-05-16,1.72
Africa,,2022-05-17,1.72
Africa,,2022-05-18,1.73
Africa,,2022-05-19,1.73
Africa,,2022-05-20,1.73
Africa,,2022-05-21,1.73
Africa,,2022-05-22,1.75
Africa,,2022-05-23,1.75
Africa,,2022-05-24,1.75
Africa,,2022-05-25,1.75
Africa,,2022-05-26,1.76
Albania,ALB,2021-11-03,0.1
Albania,ALB,2021-11-06,0.29
Albania,ALB,2021-11-07,0.31
Albania,ALB,2021-11-09,0.52
Albania,ALB,2021-11-10,0.64
Albania,ALB,2021-11-11,0.75
Albania,ALB,2021-11-14,0.98
Albania,ALB,2021-11-16,1.21
Albania,ALB,2021-11-17,1.34
Albania,ALB,2021-11-18,1.45
Albania,ALB,2021-11-21,1.65
Albania,ALB,2021-11-24,2
Albania,ALB,2021-11-25,2.11
Albania,ALB,2021-11-28,2.28
Albania,ALB,2021-11-30,2.35
Albania,ALB,2021-12-01,2.45
Albania,ALB,2021-12-03,2.72
Albania,ALB,2021-12-05,2.86
Albania,ALB,2021-12-06,2.98
Albania,ALB,2021-12-07,3.11
Albania,ALB,2021-12-08,3.18
Albania,ALB,2021-12-12,3.52
Albania,ALB,2021-12-13,3.66
Albania,ALB,2021-12-14,3.81
Albania,ALB,2021-12-15,3.95
Albania,ALB,2021-12-18,4.29
Albania,ALB,2021-12-21,4.54
Albania,ALB,2021-12-23,4.74
Albania,ALB,2021-12-28,5.01
Albania,ALB,2022-01-04,5.26
Albania,ALB,2022-01-05,5.35
Albania,ALB,2022-01-08,5.67
Albania,ALB,2022-01-10,5.8
Albania,ALB,2022-01-11,5.89
Albania,ALB,2022-01-30,7.04
Albania,ALB,2022-02-01,7.15
Albania,ALB,2022-02-06,7.38
Albania,ALB,2022-02-07,7.44
Albania,ALB,2022-02-13,7.7
Albania,ALB,2022-02-14,7.74
Albania,ALB,2022-02-15,7.79
Albania,ALB,2022-02-16,7.84
Albania,ALB,2022-02-20,7.98
Albania,ALB,2022-02-27,8.24
Albania,ALB,2022-03-01,8.32
Albania,ALB,2022-03-07,8.55
Albania,ALB,2022-03-10,8.65
Albania,ALB,2022-03-14,8.74
Albania,ALB,2022-03-15,8.78
Albania,ALB,2022-03-24,9.05
Albania,ALB,2022-03-29,9.21
Albania,ALB,2022-03-31,9.29
Albania,ALB,2022-04-04,9.42
Albania,ALB,2022-04-07,9.58
Albania,ALB,2022-04-11,9.71
Albania,ALB,2022-04-14,9.83
Albania,ALB,2022-04-20,9.97
Albania,ALB,2022-04-24,10.13
Albania,ALB,2022-05-01,10.29
Albania,ALB,2022-05-15,10.54
Algeria,DZA,2021-11-21,0.03
Algeria,DZA,2021-11-25,0.05
Algeria,DZA,2021-11-29,0.06
Algeria,DZA,2022-02-17,0.84
Algeria,DZA,2022-02-24,0.96
Algeria,DZA,2022-03-04,0.98
Algeria,DZA,2022-03-09,1.1
Algeria,DZA,2022-04-24,1.15
Algeria,DZA,2022-05-01,1.15
Andorra,AND,2021-12-12,11.03
Andorra,AND,2021-12-26,11.34
Andorra,AND,2022-01-16,31.97
Andorra,AND,2022-03-13,52.76
Andorra,AND,2022-03-27,52.96
Andorra,AND,2022-04-10,53.06
Andorra,AND,2022-04-24,53.24
Andorra,AND,2022-05-01,53.51
Angola,AGO,2022-02-17,0.41
Angola,AGO,2022-03-04,0.67
Angola,AGO,2022-03-10,0.76
Angola,AGO,2022-03-24,0.87
Angola,AGO,2022-03-25,0.9
Angola,AGO,2022-04-01,0.98
Angola,AGO,2022-04-26,1.09
Angola,AGO,2022-05-22,1.27
Anguilla,AIA,2021-11-29,4.38
Anguilla,AIA,2021-12-01,4.38
Anguilla,AIA,2021-12-08,6.49
Anguilla,AIA,2022-01-14,10.62
Anguilla,AIA,2022-01-21,11.61
Anguilla,AIA,2022-01-28,12.69
Anguilla,AIA,2022-02-02,13.55
Anguilla,AIA,2022-02-09,14.2
Anguilla,AIA,2022-02-16,14.97
Anguilla,AIA,2022-03-02,15.8
Anguilla,AIA,2022-03-09,15.99
Anguilla,AIA,2022-03-18,16.46
Anguilla,AIA,2022-03-23,16.65
Anguilla,AIA,2022-04-08,17.39
Anguilla,AIA,2022-05-06,18.16
Anguilla,AIA,2022-05-13,18.49
Argentina,ARG,2020-12-29,0
Argentina,ARG,2020-12-30,0
Argentina,ARG,2020-12-31,0
Argentina,ARG,2021-01-01,0
Argentina,ARG,2021-01-02,0
Argentina,ARG,2021-01-03,0
Argentina,ARG,2021-01-04,0
Argentina,ARG,2021-01-05,0
Argentina,ARG,2021-01-06,0
Argentina,ARG,2021-01-07,0
Argentina,ARG,2021-01-08,0
Argentina,ARG,2021-01-09,0
Argentina,ARG,2021-01-10,0
Argentina,ARG,2021-01-11,0
Argentina,ARG,2021-01-12,0
Argentina,ARG,2021-01-13,0
Argentina,ARG,2021-01-14,0
Argentina,ARG,2021-01-15,0
Argentina,ARG,2021-01-16,0
Argentina,ARG,2021-01-17,0
Argentina,ARG,2021-01-18,0
Argentina,ARG,2021-01-19,0
Argentina,ARG,2021-01-20,0
Argentina,ARG,2021-01-21,0
Argentina,ARG,2021-01-22,0
Argentina,ARG,2021-01-23,0
Argentina,ARG,2021-01-24,0
Argentina,ARG,2021-01-25,0
Argentina,ARG,2021-01-26,0
Argentina,ARG,2021-01-27,0
Argentina,ARG,2021-01-28,0
Argentina,ARG,2021-01-29,0
Argentina,ARG,2021-01-30,0
Argentina,ARG,2021-01-31,0
Argentina,ARG,2021-02-01,0
Argentina,ARG,2021-02-02,0
Argentina,ARG,2021-02-03,0
Argentina,ARG,2021-02-04,0
Argentina,ARG,2021-02-05,0
Argentina,ARG,2021-02-06,0
Argentina,ARG,2021-02-07,0
Argentina,ARG,2021-02-08,0
Argentina,ARG,2021-02-09,0
Argentina,ARG,2021-02-10,0
Argentina,ARG,2021-02-11,0
Argentina,ARG,2021-02-12,0
Argentina,ARG,2021-02-13,0
Argentina,ARG,2021-02-14,0
Argentina,ARG,2021-02-15,0
Argentina,ARG,2021-02-16,0
Argentina,ARG,2021-02-17,0
Argentina,ARG,2021-02-18,0
Argentina,ARG,2021-02-19,0
Argentina,ARG,2021-02-20,0
Argentina,ARG,2021-02-21,0
Argentina,ARG,2021-02-22,0
Argentina,ARG,2021-02-23,0
Argentina,ARG,2021-02-24,0
Argentina,ARG,2021-02-25,0
Argentina,ARG,2021-02-26,0
Argentina,ARG,2021-02-27,0
Argentina,ARG,2021-02-28,0
Argentina,ARG,2021-03-01,0
Argentina,ARG,2021-03-02,0
Argentina,ARG,2021-03-03,0
Argentina,ARG,2021-03-04,0
Argentina,ARG,2021-03-05,0
Argentina,ARG,2021-03-06,0
Argentina,ARG,2021-03-07,0
Argentina,ARG,2021-03-08,0
Argentina,ARG,2021-03-09,0
Argentina,ARG,2021-03-10,0
Argentina,ARG,2021-03-11,0
Argentina,ARG,2021-03-12,0
Argentina,ARG,2021-03-13,0
Argentina,ARG,2021-03-14,0
Argentina,ARG,2021-03-15,0
Argentina,ARG,2021-03-16,0
Argentina,ARG,2021-03-17,0
Argentina,ARG,2021-03-18,0
Argentina,ARG,2021-03-19,0
Argentina,ARG,2021-03-20,0
Argentina,ARG,2021-03-21,0
Argentina,ARG,2021-03-22,0
Argentina,ARG,2021-03-23,0
Argentina,ARG,2021-03-24,0
Argentina,ARG,2021-03-25,0
Argentina,ARG,2021-03-26,0
Argentina,ARG,2021-03-27,0
Argentina,ARG,2021-03-28,0
Argentina,ARG,2021-03-29,0
Argentina,ARG,2021-03-30,0
Argentina,ARG,2021-03-31,0
Argentina,ARG,2021-04-01,0
Argentina,ARG,2021-04-02,0
Argentina,ARG,2021-04-03,0
Argentina,ARG,2021-04-04,0
Argentina,ARG,2021-04-05,0
Argentina,ARG,2021-04-06,0
Argentina,ARG,2021-04-07,0
Argentina,ARG,2021-04-08,0
Argentina,ARG,2021-04-09,0
Argentina,ARG,2021-04-10,0
Argentina,ARG,2021-04-11,0
Argentina,ARG,2021-04-12,0
Argentina,ARG,2021-04-13,0
Argentina,ARG,2021-04-14,0
Argentina,ARG,2021-04-15,0
Argentina,ARG,2021-04-16,0
Argentina,ARG,2021-04-17,0
Argentina,ARG,2021-04-18,0
Argentina,ARG,2021-04-19,0
Argentina,ARG,2021-04-20,0
Argentina,ARG,2021-04-21,0
Argentina,ARG,2021-04-22,0
Argentina,ARG,2021-04-23,0
Argentina,ARG,2021-04-24,0
Argentina,ARG,2021-04-25,0
Argentina,ARG,2021-04-26,0
Argentina,ARG,2021-04-27,0
Argentina,ARG,2021-04-28,0
Argentina,ARG,2021-04-29,0
Argentina,ARG,2021-04-30,0
Argentina,ARG,2021-05-01,0
Argentina,ARG,2021-05-02,0
Argentina,ARG,2021-05-03,0
Argentina,ARG,2021-05-04,0
Argentina,ARG,2021-05-05,0
Argentina,ARG,2021-05-06,0
Argentina,ARG,2021-05-07,0
Argentina,ARG,2021-05-08,0
Argentina,ARG,2021-05-09,0
Argentina,ARG,2021-05-10,0
Argentina,ARG,2021-05-11,0
Argentina,ARG,2021-05-12,0
Argentina,ARG,2021-05-13,0
Argentina,ARG,2021-05-14,0
Argentina,ARG,2021-05-15,0
Argentina,ARG,2021-05-16,0
Argentina,ARG,2021-05-17,0
Argentina,ARG,2021-05-18,0
Argentina,ARG,2021-05-19,0
Argentina,ARG,2021-05-20,0
Argentina,ARG,2021-05-21,0
Argentina,ARG,2021-05-22,0
Argentina,ARG,2021-05-23,0
Argentina,ARG,2021-05-24,0
Argentina,ARG,2021-05-25,0
Argentina,ARG,2021-05-26,0
Argentina,ARG,2021-05-27,0
Argentina,ARG,2021-05-28,0
Argentina,ARG,2021-05-29,0
Argentina,ARG,2021-05-30,0
Argentina,ARG,2021-05-31,0
Argentina,ARG,2021-06-01,0
Argentina,ARG,2021-06-02,0
Argentina,ARG,2021-06-03,0
Argentina,ARG,2021-06-04,0
Argentina,ARG,2021-06-05,0
Argentina,ARG,2021-06-06,0
Argentina,ARG,2021-06-07,0
Argentina,ARG,2021-06-08,0
Argentina,ARG,2021-06-09,0
Argentina,ARG,2021-06-10,0
Argentina,ARG,2021-06-11,0
Argentina,ARG,2021-06-12,0
Argentina,ARG,2021-06-13,0
Argentina,ARG,2021-06-14,0
Argentina,ARG,2021-06-15,0
Argentina,ARG,2021-06-16,0
Argentina,ARG,2021-06-17,0
Argentina,ARG,2021-06-18,0
Argentina,ARG,2021-06-19,0
Argentina,ARG,2021-06-20,0
Argentina,ARG,2021-06-21,0
Argentina,ARG,2021-06-22,0
Argentina,ARG,2021-06-23,0
Argentina,ARG,2021-06-24,0
Argentina,ARG,2021-06-25,0
Argentina,ARG,2021-06-26,0
Argentina,ARG,2021-06-27,0
Argentina,ARG,2021-06-28,0
Argentina,ARG,2021-06-29,0
Argentina,ARG,2021-06-30,0
Argentina,ARG,2021-07-01,0
Argentina,ARG,2021-07-02,0
Argentina,ARG,2021-07-03,0
Argentina,ARG,2021-07-04,0
Argentina,ARG,2021-07-05,0
Argentina,ARG,2021-07-06,0
Argentina,ARG,2021-07-07,0
Argentina,ARG,2021-07-08,0
Argentina,ARG,2021-07-09,0
Argentina,ARG,2021-07-10,0
Argentina,ARG,2021-07-11,0
Argentina,ARG,2021-07-12,0
Argentina,ARG,2021-07-13,0
Argentina,ARG,2021-07-14,0
Argentina,ARG,2021-07-15,0
Argentina,ARG,2021-07-16,0
Argentina,ARG,2021-07-17,0
Argentina,ARG,2021-07-18,0
Argentina,ARG,2021-07-19,0
Argentina,ARG,2021-07-20,0
Argentina,ARG,2021-07-21,0
Argentina,ARG,2021-07-22,0
Argentina,ARG,2021-07-23,0
Argentina,ARG,2021-07-24,0
Argentina,ARG,2021-07-25,0
Argentina,ARG,2021-07-26,0
Argentina,ARG,2021-07-27,0
Argentina,ARG,2021-07-28,0
Argentina,ARG,2021-07-29,0
Argentina,ARG,2021-07-30,0
Argentina,ARG,2021-07-31,0
Argentina,ARG,2021-08-01,0
Argentina,ARG,2021-08-02,0
Argentina,ARG,2021-08-03,0
Argentina,ARG,2021-08-04,0
Argentina,ARG,2021-08-05,0
Argentina,ARG,2021-08-06,0
Argentina,ARG,2021-08-07,0
Argentina,ARG,2021-08-08,0
Argentina,ARG,2021-08-09,0
Argentina,ARG,2021-08-10,0
Argentina,ARG,2021-08-11,0
Argentina,ARG,2021-08-12,0
Argentina,ARG,2021-08-13,0
Argentina,ARG,2021-08-14,0
Argentina,ARG,2021-08-15,0
Argentina,ARG,2021-08-16,0
Argentina,ARG,2021-08-17,0
Argentina,ARG,2021-08-18,0
Argentina,ARG,2021-08-19,0
Argentina,ARG,2021-08-20,0
Argentina,ARG,2021-08-21,0
Argentina,ARG,2021-08-22,0
Argentina,ARG,2021-08-23,0
Argentina,ARG,2021-08-24,0
Argentina,ARG,2021-08-25,0
Argentina,ARG,2021-08-26,0
Argentina,ARG,2021-08-27,0
Argentina,ARG,2021-08-28,0
Argentina,ARG,2021-08-29,0
Argentina,ARG,2021-08-30,0
Argentina,ARG,2021-08-31,0
Argentina,ARG,2021-09-01,0
Argentina,ARG,2021-09-02,0
Argentina,ARG,2021-09-03,0
Argentina,ARG,2021-09-04,0
Argentina,ARG,2021-09-05,0
Argentina,ARG,2021-09-06,0
Argentina,ARG,2021-09-07,0
Argentina,ARG,2021-09-08,0
Argentina,ARG,2021-09-09,0
Argentina,ARG,2021-09-10,0
Argentina,ARG,2021-09-11,0
Argentina,ARG,2021-09-12,0
Argentina,ARG,2021-09-13,0
Argentina,ARG,2021-09-14,0
Argentina,ARG,2021-09-15,0
Argentina,ARG,2021-09-16,0
Argentina,ARG,2021-09-17,0
Argentina,ARG,2021-09-18,0
Argentina,ARG,2021-09-19,0
Argentina,ARG,2021-09-20,0
Argentina,ARG,2021-09-21,0
Argentina,ARG,2021-09-22,0
Argentina,ARG,2021-09-23,0
Argentina,ARG,2021-09-24,0
Argentina,ARG,2021-09-25,0
Argentina,ARG,2021-09-26,0
Argentina,ARG,2021-09-27,0
Argentina,ARG,2021-09-28,0
Argentina,ARG,2021-09-29,0
Argentina,ARG,2021-09-30,0
Argentina,ARG,2021-10-01,0
Argentina,ARG,2021-10-02,0
Argentina,ARG,2021-10-03,0
Argentina,ARG,2021-10-04,0
Argentina,ARG,2021-10-05,0
Argentina,ARG,2021-10-06,0
Argentina,ARG,2021-10-07,0
Argentina,ARG,2021-10-08,0
Argentina,ARG,2021-10-09,0
Argentina,ARG,2021-10-10,0
Argentina,ARG,2021-10-11,0
Argentina,ARG,2021-10-12,0
Argentina,ARG,2021-10-13,0
Argentina,ARG,2021-10-14,0.01
Argentina,ARG,2021-10-15,0.01
Argentina,ARG,2021-10-16,0.01
Argentina,ARG,2021-10-17,0.01
Argentina,ARG,2021-10-18,0.01
Argentina,ARG,2021-10-19,0.01
Argentina,ARG,2021-10-20,0.01
Argentina,ARG,2021-10-21,0.01
Argentina,ARG,2021-10-22,0.01
Argentina,ARG,2021-10-23,0.01
Argentina,ARG,2021-10-24,0.01
Argentina,ARG,2021-10-25,0.01
Argentina,ARG,2021-10-26,0.01
Argentina,ARG,2021-10-27,0.01
Argentina,ARG,2021-10-28,0.03
Argentina,ARG,2021-10-29,0.08
Argentina,ARG,2021-10-30,0.12
Argentina,ARG,2021-10-31,0.14
Argentina,ARG,2021-11-01,0.22
Argentina,ARG,2021-11-02,0.32
Argentina,ARG,2021-11-03,0.43
Argentina,ARG,2021-11-04,0.52
Argentina,ARG,2021-11-05,0.64
Argentina,ARG,2021-11-06,0.69
Argentina,ARG,2021-11-07,0.72
Argentina,ARG,2021-11-08,0.82
Argentina,ARG,2021-11-09,0.96
Argentina,ARG,2021-11-10,1.3
Argentina,ARG,2021-11-11,1.68
Argentina,ARG,2021-11-12,2.01
Argentina,ARG,2021-11-13,2.22
Argentina,ARG,2021-11-14,2.22
Argentina,ARG,2021-11-15,2.4
Argentina,ARG,2021-11-16,2.59
Argentina,ARG,2021-11-17,2.79
Argentina,ARG,2021-11-18,2.98
Argentina,ARG,2021-11-19,3.17
Argentina,ARG,2021-11-20,3.28
Argentina,ARG,2021-11-21,3.33
Argentina,ARG,2021-11-22,3.39
Argentina,ARG,2021-11-23,3.57
Argentina,ARG,2021-11-24,3.77
Argentina,ARG,2021-11-25,3.97
Argentina,ARG,2021-11-26,4.18
Argentina,ARG,2021-11-27,4.29
Argentina,ARG,2021-11-28,4.35
Argentina,ARG,2021-11-29,4.6
Argentina,ARG,2021-11-30,4.87
Argentina,ARG,2021-12-01,5.23
Argentina,ARG,2021-12-02,5.56
Argentina,ARG,2021-12-03,5.8
Argentina,ARG,2021-12-04,5.95
Argentina,ARG,2021-12-05,6.02
Argentina,ARG,2021-12-06,6.23
Argentina,ARG,2021-12-07,6.45
Argentina,ARG,2021-12-08,6.57
Argentina,ARG,2021-12-09,6.83
Argentina,ARG,2021-12-10,7.11
Argentina,ARG,2021-12-11,7.26
Argentina,ARG,2021-12-12,7.37
Argentina,ARG,2021-12-13,7.7
Argentina,ARG,2021-12-14,8.02
Argentina,ARG,2021-12-15,8.48
Argentina,ARG,2021-12-16,8.9
Argentina,ARG,2021-12-17,9.3
Argentina,ARG,2021-12-18,9.47
Argentina,ARG,2021-12-19,9.58
Argentina,ARG,2021-12-20,10
Argentina,ARG,2021-12-21,10.38
Argentina,ARG,2021-12-22,10.71
Argentina,ARG,2021-12-23,10.96
Argentina,ARG,2021-12-24,10.97
Argentina,ARG,2021-12-25,10.97
Argentina,ARG,2021-12-26,11.03
Argentina,ARG,2021-12-27,11.51
Argentina,ARG,2021-12-28,12.22
Argentina,ARG,2021-12-29,12.88
Argentina,ARG,2021-12-30,13.46
Argentina,ARG,2021-12-31,13.5
Argentina,ARG,2022-01-01,13.51
Argentina,ARG,2022-01-02,13.66
Argentina,ARG,2022-01-03,14.36
Argentina,ARG,2022-01-04,15.15
Argentina,ARG,2022-01-05,15.89
Argentina,ARG,2022-01-06,16.64
Argentina,ARG,2022-01-07,17.42
Argentina,ARG,2022-01-08,17.82
Argentina,ARG,2022-01-09,18.08
Argentina,ARG,2022-01-10,18.82
Argentina,ARG,2022-01-11,19.57
Argentina,ARG,2022-01-12,20.33
Argentina,ARG,2022-01-13,21.04
Argentina,ARG,2022-01-14,21.7
Argentina,ARG,2022-01-15,22.01
Argentina,ARG,2022-01-16,22.24
Argentina,ARG,2022-01-17,22.89
Argentina,ARG,2022-01-18,23.53
Argentina,ARG,2022-01-19,24.13
Argentina,ARG,2022-01-20,24.73
Argentina,ARG,2022-01-21,25.31
Argentina,ARG,2022-01-22,25.6
Argentina,ARG,2022-01-23,25.8
Argentina,ARG,2022-01-24,26.37
Argentina,ARG,2022-01-25,26.9
Argentina,ARG,2022-01-26,27.43
Argentina,ARG,2022-01-27,27.96
Argentina,ARG,2022-01-28,28.48
Argentina,ARG,2022-01-29,28.73
Argentina,ARG,2022-01-30,28.89
Argentina,ARG,2022-01-31,29.45
Argentina,ARG,2022-02-01,29.98
Argentina,ARG,2022-02-02,30.48
Argentina,ARG,2022-02-03,30.9
Argentina,ARG,2022-02-04,31.4
Argentina,ARG,2022-02-05,31.63
Argentina,ARG,2022-02-06,31.78
Argentina,ARG,2022-02-07,32.2
Argentina,ARG,2022-02-08,32.59
Argentina,ARG,2022-02-09,33.06
Argentina,ARG,2022-02-10,33.45
Argentina,ARG,2022-02-11,33.82
Argentina,ARG,2022-02-12,34.02
Argentina,ARG,2022-02-13,34.15
Argentina,ARG,2022-02-14,34.48
Argentina,ARG,2022-02-15,34.79
Argentina,ARG,2022-02-16,35.1
Argentina,ARG,2022-02-17,35.4
Argentina,ARG,2022-02-18,35.71
Argentina,ARG,2022-02-19,35.85
Argentina,ARG,2022-02-20,35.94
Argentina,ARG,2022-02-21,36.22
Argentina,ARG,2022-02-22,36.51
Argentina,ARG,2022-02-23,36.79
Argentina,ARG,2022-02-24,37.04
Argentina,ARG,2022-02-25,37.33
Argentina,ARG,2022-02-26,37.44
Argentina,ARG,2022-02-27,37.5
Argentina,ARG,2022-02-28,37.57
Argentina,ARG,2022-03-01,37.63
Argentina,ARG,2022-03-02,37.83
Argentina,ARG,2022-03-03,38.03
Argentina,ARG,2022-03-04,38.21
Argentina,ARG,2022-03-05,38.31
Argentina,ARG,2022-03-06,38.41
Argentina,ARG,2022-03-07,38.67
Argentina,ARG,2022-03-08,38.84
Argentina,ARG,2022-03-09,39.04
Argentina,ARG,2022-03-10,39.23
Argentina,ARG,2022-03-11,39.44
Argentina,ARG,2022-03-12,39.54
Argentina,ARG,2022-03-13,39.59
Argentina,ARG,2022-03-14,39.75
Argentina,ARG,2022-03-15,39.97
Argentina,ARG,2022-03-16,40.17
Argentina,ARG,2022-03-17,40.36
Argentina,ARG,2022-03-18,40.57
Argentina,ARG,2022-03-19,40.69
Argentina,ARG,2022-03-20,40.75
Argentina,ARG,2022-03-21,40.95
Argentina,ARG,2022-03-22,41.14
Argentina,ARG,2022-03-23,41.35
Argentina,ARG,2022-03-24,41.39
Argentina,ARG,2022-03-25,41.59
Argentina,ARG,2022-03-26,41.68
Argentina,ARG,2022-03-27,41.72
Argentina,ARG,2022-03-28,41.9
Argentina,ARG,2022-03-29,42.07
Argentina,ARG,2022-03-30,42.23
Argentina,ARG,2022-03-31,42.4
Argentina,ARG,2022-04-01,42.55
Argentina,ARG,2022-04-02,42.6
Argentina,ARG,2022-04-03,42.62
